reduced_formula,official_alexandria_formula_prefilter_candidates
Mg2Cr3GaS8,1
Mg2Cr3InS8,1
Mg2Cr3NiS8,1
Mg2CrB2Ir5,1
Mg2CrCo3S8,1
Mg2CrGa3S8,1
Mg2CrIn3S8,1
Mg2CrIrO6,1
Mg2CrN3,6
Mg2CrSbO6,2
Mg2CrWO6,2
Mg2Cu,29
Mg2Cu3Ge,3
Mg2Cu3Si,2
Mg2CuIrO6,2
Mg2CuWO6,2
Mg2FeB2Ir5,1
Mg2FeH6,6
Mg2FeIrO6,2
Mg2FeN2,3
Mg2FeO4,3
Mg2FeSbO6,2
Mg2FeWO6,2
Mg2Ga,24
Mg2Ga2S5,1
Mg2Ga5,3
Mg2GaB2Ir5,1
Mg2GaPd,9
Mg2Ge,9
Mg2GeB2Ir5,1
Mg2GeB2Rh5,1
Mg2GeO4,4
Mg2H2O3,1
Mg2H4Ru,6
Mg2H6Os,4
Mg2H6Ru,6
Mg2HgAu,12
Mg2In,31
Mg2IrAu,13
Mg2IrPd,7
Mg2IrPt,12
Mg2IrRh,17
Mg2Mn3AlS8,1
Mg2Mn3CrS8,1
Mg2Mn3GaS8,1
Mg2Mn3InS8,1
Mg2Mn3O8,5
Mg2Mn3VS8,1
Mg2MnAl3S8,1
Mg2MnB2Ir5,1
Mg2MnCo3S8,1
Mg2MnCr3S8,1
Mg2MnGa3,1
Mg2MnIn3S8,1
Mg2MnN2,1
Mg2MnN3,1
Mg2MnV3S8,1
Mg2MnWO6,3
Mg2MoWO6,2
Mg2NF,6
Mg2NbN3,5
Mg2Ni,20
Mg2Ni3O8,2
Mg2Ni3P,1
Mg2NiB2Ir5,1
Mg2NiH4,12
Mg2NiIr,10
Mg2NiIrO6,2
Mg2NiN2,1
Mg2NiRh,11
Mg2NiWO6,2
Mg2OsN3,1
Mg2P2O7,3
Mg2PN3,1
Mg2Pb,23
Mg2PbO4,4
Mg2Pd,11
Mg2PdAu,5
Mg2PdPt,4
Mg2PdRh,7
Mg2Pt,20
Mg2PtO4,3
Mg2PtRh,14
Mg2Rh,22
Mg2RhAu,9
Mg2RuN3,2
Mg2Sb3,3
Mg2SbMoO6,2
Mg2SbN3,1
Mg2Sc,28
Mg2Sc3CrS8,1
Mg2Sc3MnS8,1
Mg2Sc3TiS8,1
Mg2Sc3VS8,1
Mg2ScCr3S8,1
Mg2ScMn3S8,1
Mg2ScTi3S8,1
Mg2Si,36
Mg2SiB2Ir5,1
Mg2SiNi3,2
Mg2SiO4,15
Mg2SiPt,15
Mg2Sn,23
Mg2Sn3O8,3
Mg2SnO4,4
Mg2Ta3N5,1
Mg2TaFeO6,2
Mg2TaMoO6,2
Mg2TaN3,6
Mg2TaVO6,2
Mg2Ti3AlS8,1
Mg2Ti3CrS8,1
Mg2Ti3GaS8,1
Mg2Ti3InS8,1
Mg2Ti3MnS8,1
Mg2Ti3O8,3
Mg2Ti3VS8,1
Mg2TiAl3S8,1
Mg2TiB2Ir5,1
Mg2TiCr3S8,1
Mg2TiGa3S8,2
Mg2TiIn3S8,1
Mg2TiMn3S8,1
Mg2TiO4,7
Mg2Tl,30
Mg2TlPb,17
Mg2V3CrS8,1
Mg2VB2Ir5,1
Mg2VBiO6,2
Mg2VCr3S8,1
Mg2VIn3S8,1
Mg2VN3,1
Mg2VO4,2
Mg2VSbO6,2
Mg2VWO6,2
Mg2Zn,26
Mg2ZnAs2,5
Mg2ZnB2Ir5,1
Mg2ZnO3,4
Mg2ZnP2,3
Mg2ZnPd,6
Mg2ZnPt,11
Mg2ZnRh,18
Mg2ZnSb2,5
Mg3(AlCu2)2,3
Mg3(AlN2)2,1
Mg3(HO2)2,1
Mg3Ag,18
Mg3Al,10
Mg3Al9FeSi5,1
Mg3As2,5
Mg3AsN,30
Mg3Au,21
Mg3Au13,1
Mg3B(OF)3,1
Mg3B2Rh5,1
Mg3BN3,3
Mg3Bi,6
Mg3Bi2,3
Mg3BiSb,6
Mg3Cd,23
Mg3CrN3,1
Mg3Cu,20
Mg3Cu(SnS4)2,1
Mg3CuO4,3
Mg3Fe2O5,1
Mg3Fe3O8,1
Mg3Fe4O7,1
Mg3FeN3,1
Mg3FeO4,5
Mg3Ga,10
Mg3H2(SO5)2,2
Mg3H4O5,1
Mg3Hg,26
Mg3HgAu2,4
Mg3In,26
Mg3InAg4,3
Mg3Ir,16
Mg3Mn4O7,1
Mg3MnNi3O8,2
Mg3MnO4,4
Mg3MnTe4,2
Mg3MoN4,5
Mg3NF3,1
Mg3Nb6O11,1
Mg3NiO4,3
Mg3Pb,20
Mg3Pd,14
Mg3Pd5,4
Mg3Pt,21
Mg3Ru2,4
Mg3Sb,16
Mg3Sb2,5
Mg3SbN,27
Mg3Sc,22
Mg3ScZn8,2
Mg3Si2H4O9,2
Mg3Sn,7
Mg3TeO6,3
Mg3TiH8,2
Mg3Tl,23
Mg3V2O8,3
Mg3VO4,2
Mg3WO6,4
Mg3Zn,22
Mg3ZnO4,6
Mg3Zr,20
Mg4AlB10,1
Mg4As6Ir7,1
Mg4As6Rh7,1
Mg4B3Ir2,1
Mg4CdAg5,1
Mg4CuNi,5
Mg4CuO5,2
Mg4FeO5,6
Mg4H2O5,1
Mg4HgAu,4
Mg4MnN4,1
Mg4P6Rh7,1
Mg4Sc,9
Mg4SiGe,3
Mg4SiSn,4
Mg4Sn6Pt5,1
Mg4SnN4,1
Mg4TiN4,2
Mg4VN4,2
Mg4ZrN4,1
Mg5(HO3)2,1
Mg5Ag,12
Mg5Au,10
Mg5Bi,7
Mg5Cd,15
Mg5Cu,8
Mg5Ga,10
Mg5Ga2,3
Mg5Hg,9
Mg5Hg3,8
Mg5In,13
Mg5In2,8
Mg5MnSb4,1
Mg5Pb,10
Mg5Pd,6
Mg5Pt,9
Mg5Sb,8
Mg5Sc,12
Mg5Sn,9
Mg5Tl2,5
Mg5Zn,12
Mg5ZnN4,1
Mg6AlBi,2
Mg6AlCd,4
Mg6AlGa,4
Mg6AlSn,3
Mg6AlZn,4
Mg6Bi2PN,1
Mg6CdBi,3
Mg6CdCu,3
Mg6CdCuO8,2
Mg6CdFeO8,2
Mg6CdGa,4
Mg6CdIn,2
Mg6CdNiO8,2
Mg6CdSb,2
Mg6CdSn,3
Mg6CrCuO8,2
Mg6CuNiO8,2
Mg6FeCuO8,2
Mg6FeNiO8,2
Mg6GaBi,2
Mg6GaCu,3
Mg6GaSn,4
Mg6MnCdO8,2
Mg6MnCrO8,2
Mg6MnCuO8,2
Mg6MnFeO8,2
Mg6MnNiO8,2
Mg6MnVO8,2
Mg6MnZnO8,2
Mg6SiGe2,1
Mg6SiSn2,1
Mg6Sn2Ge,3
Mg6SnBi,3
Mg6VCrO8,2
Mg6VFeO8,2
Mg6VNiO8,2
Mg6VZnO8,2
Mg6ZnBi,2
Mg6ZnCd,4
Mg6ZnCdO8,2
Mg6ZnCrO8,2
Mg6ZnCuO8,2
Mg6ZnFeO8,2
Mg6ZnGa,4
Mg6ZnNiO8,2
Mg6ZnSn,3
Mg6ZrCd,3
Mg7Al,3
Mg7Bi,2
Mg7Cd,3
Mg7Cu,2
Mg7Cu2O9,1
Mg7Ga,3
Mg7GaAg12,1
Mg7Sb,2
Mg7Sc,3
Mg7Sn,3
Mg7Zn,3
Mg7Zr,3
MgAg,29
MgAg2,28
MgAg3,21
MgAg4,10
MgAg5,12
MgAgAu2,14
MgAgF3,6
MgAgF5,3
MgAgSb,21
MgAl,25
MgAl2,8
MgAl2Cu,22
MgAl2O4,17
MgAl3,8
MgAlAg,13
MgAlAg2,13
MgAlAu2,15
MgAlB4,2
MgAlCr3FeO8,1
MgAlCrS4,2
MgAlCu,16
MgAlH5,5
MgAlIr2,17
MgAlNi2,13
MgAlPd2,5
MgAlRh2,12
MgAlSi,16
MgAlVS4,1
MgAs4,5
MgAsPt5,1
MgAu,31
MgAu2,23
MgAu3,17
MgAu5,12
MgAuO2,7
MgB2,8
MgB4,3
MgB4Os3,1
MgBIr,8
MgBe4Cu,1
MgBi,32
MgBi2,10
MgBi2O5,4
MgBiF6,2
MgBr2,25
MgCN2,6
MgCO3,7
MgCd,47
MgCd(CO3)2,1
MgCd2,39
MgCd3,21
MgCd3(CO3)4,1
MgCd5,17
MgCdAg2,13
MgCdAu2,13
MgCdPd2,7
MgCdS2,33
MgCdTe2,37
MgCl2,25
MgCo2,20
MgCo2Si,14
MgCo3C,2
MgCoF5,3
MgCoF6,2
MgCoGe,13
MgCoNi,8
MgCr(GeO3)2,1
MgCr(SiO3)2,2
MgCr2(PO5)2,1
MgCr2F12,2
MgCr2O4,12
MgCr2O7,1
MgCr3(FeO4)2,1
MgCr4(CuO4)3,1
MgCr4FeO8,1
MgCrCoS4,1
MgCrF4,3
MgCrF5,2
MgCrF6,5
MgCrFeO4,1
MgCrGaS4,1
MgCrInS4,2
MgCrN2,9
MgCrO4,5
MgCrP2O7,4
MgCu,37
MgCu(GeO3)2,2
MgCu(SiO3)2,2
MgCu2,29
MgCu2(PO4)2,1
MgCu2(SiO3)4,1
MgCu2GeS4,3
MgCu2O3,3
MgCu2SiS4,3
MgCu2SiSe4,2
MgCu3,19
MgCu3(NiO3)4,1
MgCu4Sn,1
MgCu5,8
MgCuAs,21
MgCuBi,18
MgCuF4,2
MgCuF5,3
MgCuO2,14
MgCuP,20
MgCuPb,7
MgCuSb,19
MgCuSn,5
MgF2,10
MgFe(CO3)2,1
MgFe2O3,4
MgFe4(CuO4)3,1
MgFe4CuO8,1
MgFe4NiO8,2
MgFeAs2O7,6
MgFeF5,3
MgFeF6,2
MgFeO3,5
MgFeRh2,16
MgGa,36
MgGa2,24
MgGa3,11
MgGa5,9
MgGaAg2,6
MgGaAu,8
MgGaAu2,9
MgGaCu,9
MgGaIr2,5
MgGaNi2,4
MgGaPd2,6
MgGaPt2,7
MgGaRh2,5
MgGeAs2,3
MgGeIr2,5
MgGeN2,8
MgGeO3,8
MgGeP2,4
MgGePd2,7
MgGeRh2,4
MgH2,96
MgH2SO5,1
MgH2SeO5,1
MgH4(ClO5)2,1
MgH6(NCl)2,2
MgHOF,3
MgHg,34
MgHg2,30
MgHg3,24
MgHg4Te5,3
MgHg5,14
MgHgPd2,6
MgI2,24
MgIn,43
MgIn2,45
MgIn2Ga2CuO8,1
MgIn2O4,2
MgIn3,23
MgIn5,18
MgInAg2,10
MgInBr3,6
MgInCu4,1
MgInIr2,16
MgInNi2,10
MgInPd2,6
MgInRh2,14
MgIr,37
MgIr2,21
MgMn(CO3)2,1
MgMn(GeO3)2,4
MgMn(SiO3)2,3
MgMn2(BO3)2,1
MgMn2(PO4)2,2
MgMn2O3,5
MgMn2O4,19
MgMn2P2(H2O5)2,2
MgMn2Tl2O6,1
MgMn3(CuO4)2,1
MgMn3O6,6
MgMn3Te4,1
MgMn4(CuO4)3,1
MgMn4O6,2
MgMn4O8,8
MgMn4ZnO8,1
MgMn5O8,1
MgMnAlS4,1
MgMnCrS4,1
MgMnF4,5
MgMnF5,4
MgMnF6,9
MgMnGe,3
MgMnInS4,1
MgMnIr2,20
MgMnN2,10
MgMnO2,13
MgMnO3,5
MgMnP2O7,4
MgMnPO5,1
MgMnPd2,4
MgMnPt2,15
MgMnRh2,13
MgMnSiO5,1
MgMnTe2,17
MgMnTe4,1
MgMnV2O6,1
MgMnV4O12,1
MgMnVP2(HO5)2,1
MgMnVS4,1
MgMo2(PO5)2,1
MgMo3S4,1
MgMoF5,3
MgMoF6,3
MgMoH2O5,1
MgMoN2,9
MgMoO3,4
MgNb2(PbO3)3,2
MgNbOs2,5
MgNbRh2,4
MgNbRu2,4
MgNi,35
MgNi2,21
MgNi2P,17
MgNi2Sb,11
MgNi2Sn,5
MgNi3,22
MgNi3B,4
MgNi3B2,3
MgNi3C,2
MgNi5,9
MgNiBi,2
MgNiF5,3
MgNiGe,12
MgNiH,9
MgNiH2,7
MgNiH3,8
MgNiO2,14
MgNiP2O7,4
MgNiSb,10
MgO,26
MgO2,6
MgP4,6
MgPPd5,3
MgPPt5,1
MgPS3,6
MgPSe3,4
MgPb,32
MgPb2,25
MgPb2WO6,3
MgPb3,21
MgPb5,13
MgPbF6,4
MgPd,15
MgPd2,6
MgPd2Au,8
MgPd3,9
MgPd5,11
MgPdAu2,7
MgPdF6,5
MgPt2,27
MgPt3,22
MgPt5,12
MgPt7,1
MgRe(PbO3)2,2
MgRh,33
MgRh2Pb,13
MgRh3,21
MgRh5,8
MgRhF6,6
MgRu2W,16
MgS,24
MgS2,7
MgS2O7,1
MgSO3,6
MgSO4,6
MgSb,42
MgSb2(PO5)2,1
MgSb2F12,1
MgSbF6,3
MgSbPd,5
MgSbPd2,5
MgSbPt,8
MgSbRh2,12
MgSbRu2,15
MgSc,32
MgSc2,24
MgSc2Al,16
MgSc2Cd,15
MgSc2Ga,7
MgSc2Hg,16
MgSc2In,17
MgSc2Ir,10
MgSc2Os,10
MgSc2Ru,12
MgSc2Tl,15
MgSc3,20
MgSc3Ru2,1
MgSc5,8
MgSc5Al4,1
MgScAg2,12
MgScAlO4,2
MgScAu2,11
MgScCd2,13
MgScCrS4,1
MgScCu3Se4,1
MgScHg2,12
MgScIr2,13
MgScMnS4,1
MgScPd2,4
MgScPt2,10
MgScRh2,13
MgScTiS4,1
MgScVS4,1
MgScZn2,11
MgSe,39
MgSe2,33
MgSeO3,6
MgSeO4,4
MgSi,59
MgSi2SnO6,2
MgSiAs2,15
MgSiIr2,18
MgSiN2,10
MgSiO3,28
MgSiP2,17
MgSiRh2,12
MgSiSb2,15
MgSn,32
MgSn(BO3)2,1
MgSn(GeO3)2,1
MgSn2,17
MgSn3,12
MgSn4Ru,1
MgSn5,9
MgSnAs2,4
MgSnAu,6
MgSnF4,4
MgSnF6,4
MgSnIr2,4
MgSnN2,8
MgSnO3,9
MgSnP2,3
MgSnPd2,6
MgSnRh2,5
MgSnRu2,5
MgTa2O6,4
MgTaIr2,14
MgTaN2,9
MgTaOs2,17
MgTaRh2,12
MgTaRu2,14
MgTe,46
MgTe(PbO3)2,2
MgTe2,31
MgTeMoO6,2
MgTeO4,4
MgTeWO6,1
MgTi,40
MgTi(BiO3)2,4
MgTi2,15
MgTi2MnO6,2
MgTi2O4,13
MgTi2O5,5
MgTi2Pb4WO12,1
MgTi2ZnO6,5
MgTi3,9
MgTi3H8,1
MgTi3O6,2
MgTi3Zn2O8,1
MgTi4O8,2
MgTi5,5
MgTiAlS4,1
MgTiCo2,5
MgTiCrS4,1
MgTiF5,2
MgTiF6,5
MgTiH4,3
MgTiInS4,1
MgTiIr2,5
MgTiMnO4,1
MgTiMnS4,1
MgTiN2,6
MgTiNb2(PbO3)4,2
MgTiO3,8
MgTiRh2,6
MgTiSiO5,2
MgTl,35
MgTl3,19
MgTlCl3,5
MgTlF3,22
MgTlRh2,11
MgV(CO3)2,1
MgV(GeO3)2,2
MgV(SiO3)2,2
MgV2(CrS4)2,1
MgV2(CuO4)2,1
MgV2(PO5)2,2
MgV2CdO6,1
MgV2NiO6,1
MgV2O4,14
MgV2O5,2
MgV2O6,6
MgV2Zn2(SiO5)2,1
MgV2ZnO6,1
MgV3CrS8,1
MgV3O6,2
MgV3Zn2O8,2
MgV4(NiO6)2,3
MgV4O10,2
MgV4O8,2
MgVCr3S8,1
MgVCrO4,1
MgVCrS4,1
MgVCuO4,1
MgVF4,2
MgVF5,3
MgVF6,6
MgVInS4,1
MgVO3,7
MgVP2O7,3
MgVRh2,5
MgVRu2,5
MgVSiO5,1
MgWF6,3
MgWO3,4
MgWO4,9
MgZn,42
MgZn(FeO2)4,1
MgZn2,35
MgZn2Ir,13
MgZn2O3,4
MgZn2Pt,14
MgZn2Rh,11
MgZn3,25
MgZn3O4,2
MgZn3S4,5
MgZn4Ag5,1
MgZn4O5,2
MgZn5,13
MgZn5N4,1
MgZn7O8,1
MgZnAg2,14
MgZnAu2,10
MgZnCo,10
MgZnCu,34
MgZnNi2,13
MgZnO2,10
MgZnPd2,7
MgZnRh2,18
MgZnS2,24
MgZr,33
MgZr2,23
MgZr3,23
MgZrAu2,10
MgZrF6,3
MgZrIr2,11
MgZrN2,8
MgZrNi2,11
MgZrPd2,4
MgZrPt2,14
MgZrRh2,9
MgZrZn2,16
Mn,34
Mn(AlS2)2,7
Mn(AlTe2)2,3
Mn(BMo)2,2
Mn(BW)2,3
Mn(BiSe2)2,4
Mn(BiTe2)2,1
Mn(CO3)2,6
Mn(CrS2)2,4
Mn(CrSe2)2,3
Mn(CuCl2)2,2
Mn(CuTe)2,1
Mn(FeO2)2,3
Mn(GaS2)2,6
Mn(GaSe2)2,3
Mn(HO)2,7
Mn(InS2)2,7
Mn(InSe2)2,4
Mn(InTe2)2,4
Mn(Mo3Se4)2,1
Mn(NbS2)3,2
Mn(NbSe2)3,2
Mn(Ni3O4)2,1
Mn(PtO2)3,1
Mn(RhO2)2,1
Mn(SbO3)4,1
Mn(SbS2)2,5
Mn(SbSe2)2,4
Mn(VSi3)2,1
Mn10(SiGe)3,1
Mn10CuGe5,1
Mn10CuN8,1
Mn10NiN8,1
Mn11Al4V,1
Mn12Ge4N3,1
Mn12Pt4N,1
Mn12Rh4N,1
Mn12SiP3,1
Mn12Zn4CN3,1
Mn2Al3,7
Mn2AlB2,3
Mn2AlCo,16
Mn2AlCr,16
Mn2AlRe,16
Mn2AlS4,2
Mn2AlV,6
Mn2AlW,14
Mn2As,22
Mn2As2O7,7
Mn2AsP,15
Mn2Au5,4
Mn2B,6
Mn2B4Mo,1
Mn2B4W,1
Mn2Cd3O5,1
Mn2CdO3,4
Mn2CdO4,2
Mn2CdTeO6,2
Mn2Co2SiGe,1
Mn2CoAs2Rh,1
Mn2CoGe,3
Mn2CoN2,5
Mn2CoSi,17
Mn2Cr3FeO8,2
Mn2Cr3GaS8,1
Mn2CrCo,23
Mn2CrI6,3
Mn2CrN3,7
Mn2CrO4,2
Mn2CrO6,3
Mn2CrSbO6,2
Mn2CrSe3,1
Mn2CrSi,17
Mn2CuNiSb2,1
Mn2CuO4,5
Mn2CuSb2Pd,1
Mn2F5,2
Mn2F7,5
Mn2Fe4SiGe,1
Mn2FeCoP2,1
Mn2FeN2,5
Mn2FeO3,2
Mn2FeO4,4
Mn2FeReO6,1
Mn2FeSbO6,3
Mn2FeWO6,1
Mn2Ga2S5,2
Mn2Ga5,2
Mn2GaCo,6
Mn2GaCo4Ge,1
Mn2GaNi,7
Mn2GaW,3
Mn2Ge,9
Mn2GeO4,5
Mn2GeRu,3
Mn2HO4,5
Mn2HgO4,1
Mn2In2CuPd3,1
Mn2In2Se5,2
Mn2InAgTe4,1
Mn2InCu4Sn,1
Mn2InCuSe4,1
Mn2InO5,2
Mn2InSbO6,2
Mn2InSbPd4,1
Mn2InSnPd4,1
Mn2IrRh,18
Mn2N,11
Mn2Nb,4
Mn2NbAl,4
Mn2NbFeO6,1
Mn2NbGa,6
Mn2NiN2,7
Mn2NiO3,2
Mn2NiO4,5
Mn2NiO6,2
Mn2NiSb2Pt,2
Mn2O2F3,1
Mn2O3,11
Mn2O3F,20
Mn2OF2,4
Mn2OF3,23
Mn2OF4,3
Mn2P2O7,5
Mn2PO5,9
Mn2PdPt,4
Mn2PtRh,12
Mn2RuN3,2
Mn2S3,4
Mn2Sb,22
Mn2Sb2PtAu,1
Mn2SbAs,13
Mn2SbTe,15
Mn2SiNi,15
Mn2SiNi2Ge,1
Mn2SiRu,16
Mn2SnO4,4
Mn2SnPd3,3
Mn2SnS4,5
Mn2SnSbPd4,1
Mn2TeO6,1
Mn2V2O7,4
Mn2V3NiO8,2
Mn2VGa,5
Mn2VGe,4
Mn2VN3,9
Mn2VO4,3
Mn2VPO7,1
Mn2VSi,4
Mn2ZnO4,13
Mn2ZnS4,2
Mn2ZnSe4,2
Mn2ZnTe4,1
Mn3(Al2Si)2,1
Mn3(Co2Ge3)2,1
Mn3(CuO4)2,2
Mn3(HO3)2,1
Mn3(O2F)2,19
Mn3(OF)2,1
Mn3(OF2)2,17
Mn3Al2V3,1
Mn3AlC,2
Mn3As,16
Mn3As2,4
Mn3B4,1
Mn3B4Mo3,1
Mn3B4W,2
Mn3B8Mo3,1
Mn3BiO8,2
Mn3C,21
Mn3Cd2O8,3
Mn3CdTe4,2
Mn3Co2As3Rh,1
Mn3CoAs2,4
Mn3CoAs3Rh2,1
Mn3CoP4,1
Mn3Cr3B8,1
Mn3Cr3O8,2
Mn3Cr3P2,1
Mn3CrAs4,1
Mn3CrN3,1
Mn3CrO8,4
Mn3CrP4,1
Mn3CrTe4,1
Mn3Cu2NiO8,2
Mn3Cu3O8,2
Mn3CuN,3
Mn3CuO8,2
Mn3Fe,20
Mn3Fe3Ge2,1
Mn3Fe3Si2,1
Mn3Fe9C4,1
Mn3Fe9P4,1
Mn3FeN3,1
Mn3FeO8,4
Mn3FeP4,1
Mn3Ga,8
Mn3Ga4Ni9,1
Mn3GaC,3
Mn3GaN,2
Mn3Ge,8
Mn3GeC,6
Mn3GeN,16
Mn3HO6,2
Mn3InC,2
Mn3N2,4
Mn3Ni3Sn2,1
Mn3Ni4Sb,2
Mn3Ni4Sn,1
Mn3NiN,3
Mn3NiO4,2
Mn3NiO8,3
Mn3NiP2,1
Mn3O2F5,1
Mn3O4,6
Mn3O5F,19
Mn3OF5,19
Mn3Os,25
Mn3P,18
Mn3Pd5,6
Mn3PdN,3
Mn3Pt,19
Mn3PtN,3
Mn3ReO6,1
Mn3RhN,3
Mn3Sb,14
Mn3Si,15
Mn3SiNi,3
Mn3SiW2,2
Mn3Sn2,3
Mn3Sn2Pd5,1
Mn3SnC,3
Mn3SnH,13
Mn3SnN,3
Mn3TeO6,4
Mn3TeO8,5
Mn3V2Ga2Co,2
Mn3VP4,1
Mn3WO6,2
Mn3Zn2O8,3
Mn3ZnC,3
Mn3ZnN,3
Mn4(CuO4)3,1
Mn4Al11,2
Mn4As3,3
Mn4AsP3,1
Mn4BiSb3,1
Mn4CdO5,1
Mn4CdS5,2
Mn4Co11Ge5,1
Mn4Co4Si3Ge,1
Mn4CoNi3Ge4,1
Mn4CoSb4Ir3,1
Mn4Cr(Co2Ge)5,1
Mn4Cr(Co2Si)5,1
Mn4Cr(Co2Sn)5,1
Mn4Cr(GaCo2)5,1
Mn4CrO8,1
Mn4Cu3BiO12,1
Mn4CuO8,2
Mn4Fe2P3,1
Mn4Fe8Si3Ge,1
Mn4Fe8SiGe3,1
Mn4FeC2,1
Mn4FeGe3,1
Mn4FeO5,1
Mn4FeO8,1
Mn4Ga3Co8Ge,1
Mn4Ga3Cu2,1
Mn4Ge6Ir7,1
Mn4N,2
Mn4NiO8,2
Mn4NiSe5,1
Mn4O3F5,1
Mn4O7F,14
Mn4Si3Ni5,1
Mn4TeO8,2
Mn4VSe5,1
Mn4Zn(CuO4)3,1
Mn4ZnO8,2
Mn4ZnS8,3
Mn5(OF3)2,1
Mn5Al2V,1
Mn5As4,3
Mn5B2P,1
Mn5C2,1
Mn5CrO12,1
Mn5CrO8,1
Mn5CuO12,1
Mn5Fe5C4,1
Mn5Fe5Si6,2
Mn5FeO12,2
Mn5Ge3,4
Mn5In3O12,2
Mn5In4SbPd10,1
Mn5Ni8Sn3,1
Mn5NiO12,1
Mn5O5F,1
Mn5O7F,1
Mn5O8,4
Mn5O9F,1
Mn5OF11,6
Mn5Sb4,2
Mn5SbO12,1
Mn5Si2Ge,1
Mn5Si3,5
Mn5SiB2,1
Mn5SnO12,1
Mn5VO12,1
Mn6BP,1
Mn6BiPO12,1
Mn6GaGe,1
Mn6Mo6P7,1
Mn6O11F,6
Mn6O5F7,47
Mn6O7F5,36
Mn6OF11,27
Mn6PtRh,1
Mn6Zn2CN,1
Mn7(OF3)3,1
Mn7Al4V5,1
Mn7BiO12,1
Mn7CdO12,1
Mn7Fe3,1
Mn7Ni8Sn,1
Mn7O12,1
Mn7O7F,1
Mn7PbO12,1
Mn7SnN2,1
Mn8Fe3N8,1
Mn8Nb3Al,1
Mn8Nb3Si,1
Mn9(FeN4)2,1
Mn9Al4V3,1
Mn9CdO10,1
Mn9FeO10,1
MnAg2GeSe4,1
MnAg2GeTe4,2
MnAg2Sn3S8,2
MnAg2SnS4,3
MnAg2SnSe4,2
MnAg2SnTe4,1
MnAgO2,8
MnAgO3,5
MnAl,37
MnAl12,1
MnAl12Fe,1
MnAl2Co,11
MnAl2Cr3,1
MnAl2Cu,16
MnAl2Ni,12
MnAl2O4,1
MnAl6,1
MnAlAu2,11
MnAlCo2,14
MnAlCu2,12
MnAlF5,2
MnAlFe2,18
MnAlFeCo,1
MnAlGe,6
MnAlIr2,16
MnAlNi2,13
MnAlNi6,4
MnAlO3,9
MnAlOs2,17
MnAlPd2,5
MnAlPt,10
MnAlPt2,16
MnAlRh2,13
MnAlRu2,19
MnAs,34
MnAsPd,7
MnAsPd2,5
MnAsRh,12
MnAsRu,10
MnAu,33
MnAu2,21
MnAu3,18
MnAu4,10
MnAuO2,6
MnB,15
MnB2,6
MnB4,5
MnB4Mo3,2
MnB4W3,1
MnBO3,6
MnBe12,1
MnBe2,12
MnBe2Co,13
MnBe2Ir,14
MnBe2Pt,11
MnBe2Rh,9
MnBe2Ru,12
MnBe3,15
MnBe4Al,1
MnBeIr2,19
MnBeRu2,20
MnBi4S7,2
MnBiO3,10
MnBiS2Br,2
MnBiS2Cl,4
MnBr2,25
MnCN2,6
MnCO3,8
MnCSO7,1
MnCd(GaSe2)4,2
MnCd2S3,1
MnCd2Te3,1
MnCd3Te4,4
MnCd4S5,4
MnCd4Te5,1
MnCdCu4(GeSe4)2,4
MnCdCu4(SnSe4)2,2
MnCdF5,3
MnCdO2,22
MnCdS2,7
MnCdSe2,20
MnCdTe2,19
MnCl2,22
MnCo,38
MnCo2Ge,4
MnCo2Sb,14
MnCo2Si,14
MnCo2Sn,4
MnCo3,17
MnCo3C,2
MnCo5N4,1
MnCoAs,10
MnCoB,6
MnCoB2,5
MnCoCu4(SnS4)2,2
MnCoGe,9
MnCoN2,7
MnCoNiSn,1
MnCoP,13
MnCoP2,14
MnCoPt2,14
MnCoSb,32
MnCoSi,13
MnCoSi2,13
MnCoSn4,2
MnCoSnRh,1
MnCoTe,7
MnCr,56
MnCr(Ni2Sn)2,1
MnCr2O4,2
MnCr4CdS8,1
MnCr4CdSe8,1
MnCr4CoS8,1
MnCrB2,5
MnCrF5,3
MnCrInS4,1
MnCrN2,11
MnCrO4,7
MnCrP2,14
MnCrPt6,3
MnCrSb2,15
MnCrSi2,19
MnCu(AgO2)2,1
MnCu2GeS4,2
MnCu2GeTe4,1
MnCu2SiS4,2
MnCu2SiSe4,2
MnCu2SiTe4,1
MnCu2Sn,6
MnCu2Sn3S8,1
MnCu2SnS4,1
MnCu2SnSe4,1
MnCu2SnTe4,1
MnCu3,18
MnCu4Sn,1
MnCuF6,6
MnCuNiSn,1
MnCuO2,9
MnCuO3,6
MnCuPd2,5
MnCuPt2,16
MnCuPt6,2
MnCuSe4,3
MnF2,5
MnF3,23
MnF4,13
MnFe,35
MnFe2Ge,7
MnFe2O3,6
MnFe2Si,17
MnFe3,19
MnFe3(BiO3)4,1
MnFe3P2,3
MnFe3Si8,1
MnFe4,6
MnFe4B2P,1
MnFe4CuO8,1
MnFe4O5,3
MnFe4Si3,1
MnFe4SiB2,1
MnFeAs,11
MnFeB,5
MnFeCoGe,1
MnFeGe,7
MnFeNiO4,1
MnFeP,20
MnFeP2,26
MnFePd6,3
MnFePt2,17
MnFeSi2,17
MnFeSi4,2
MnFeSn4,2
MnGa,26
MnGa(CuSe2)2,2
MnGa2Ni9,1
MnGa4,2
MnGa6,1
MnGaCo2,5
MnGaFe2,7
MnGaFeCo,2
MnGaFeO4,1
MnGaGe,4
MnGaIr2,6
MnGaNi,4
MnGaNi2,8
